#compound	T00h	T02h	T06h	T12h	T18h	T24h
C20834	0.8933	-0.2075	-0.3936	-0.2583	0.1273	0.4136
C20836	0.2418	0.2269	0.3832	0.3022	0.7221	0.3941
C20838	0.3929	0.2541	-0.2210	0.5455	0.2954	-0.1743
C20841	-0.0998	-0.0881	-0.0008	0.0371	-0.2210	0.4850
C20842	0.0920	-0.7828	0.5079	-0.8170	-0.4645	0.7890
C20846	0.4293	0.5184	0.0348	0.3341	-0.7119	-0.4838
C20847	0.5857	-0.8847	0.1698	-0.3374	-0.2901	0.1971
C20848	-0.2251	0.5366	-0.5451	-0.0551	0.2016	0.6077
C20851	-0.3749	0.6145	0.1844	0.2298	0.0186	-0.0379
C20852	-0.0017	0.1133	-0.6239	0.2374	-0.2919	-0.1122
C20853	0.0647	-0.2353	-0.0554	0.0976	0.3643	0.5956
C20854	0.0278	-0.2624	-0.2949	-0.8668	0.5711	-0.2844
C20856	0.0201	-0.4235	0.1853	0.2247	0.1126	-0.0235
C20857	-0.1327	0.5265	-0.6826	-0.5842	0.0388	0.5692
C20859	-0.0522	0.0832	0.0450	0.0957	0.3621	-0.2054
C20870	-0.2283	0.0903	-0.4954	0.1585	0.2234	-0.1406
C20876	-0.2124	0.7491	0.7319	0.2699	0.5867	-0.2116
C20877	-1.2656	0.2562	-0.4724	-0.3034	0.0959	0.0583
C20878	0.1081	-0.5880	0.8047	0.4758	0.1711	0.1240
C20879	0.7946	-0.2960	0.1111	0.6855	-0.1661	0.0097
C20889	-0.0656	-0.4716	0.1807	-0.0213	0.1638	-0.1091
C20894	0.0355	-0.1510	0.0806	-0.3477	-0.5766	0.1545
C20896	-0.0751	-0.1180	-0.6072	-0.1090	-0.0993	-0.0544
C20897	-0.0188	-0.4451	-0.4800	-0.0241	-0.4760	0.3561
C20898	-0.0956	-0.3556	-0.0888	0.2362	0.0639	-0.0130
C20926	0.1592	-0.1750	0.0095	-0.0713	-0.2830	0.0171
C20934	1.3407	1.4842	1.8603	2.2910	3.0507	2.1022
C20935	-0.5195	-0.7757	-0.2853	0.0857	0.4694	0.1824
C20940	0.4887	-0.9590	-0.2531	0.4685	0.2604	-0.7334
C20941	0.0723	0.3754	-0.5684	-0.2061	-0.0001	0.0124
C20942	-0.0422	-0.2019	-0.4645	-0.3924	0.2060	-0.1325
C20948	-0.2590	0.0814	0.5355	0.6070	0.3643	-0.3117
C20949	-0.2873	0.1916	0.1603	-0.1990	0.1565	0.3845
C20950	-0.0453	-0.2919	-0.2266	0.2887	-0.0998	-0.2664
C20951	0.1533	-0.3092	0.1260	-1.1650	0.5036	0.1764
C20953	1.1526	0.4948	0.4296	1.1607	1.7438	1.2415
C20954	0.0810	-0.1836	0.0289	-0.1723	-0.0342	-0.2895
C20955	-0.1488	0.3166	-0.2501	0.1629	0.3146	0.4075
C20956	0.0443	0.2172	-0.1131	0.9173	0.3409	0.1755
C20961	0.0932	0.0734	0.2807	0.4022	-0.4466	-0.1786
C20962	-0.5199	-0.1380	0.1986	0.2103	0.7875	0.1440
C20963	0.1052	-0.0664	0.0471	-0.2274	0.6170	0.1966
C20964	0.2020	0.0586	0.1050	-0.5931	-0.2742	0.0832
C20966	-0.1368	-0.2553	-0.0713	0.0384	0.4723	0.4239
C20970	1.4966	1.8139	1.7331	2.1229	2.4733	2.3895
C20971	-1.0947	-1.6340	-1.8844	-1.5181	-2.2916	-2.4092
C20972	1.9364	1.1262	1.8830	1.6883	2.4710	2.7414
C20973	1.4664	1.6289	1.7347	2.0119	2.8910	2.4957
C20974	-0.3871	0.3821	-0.1187	0.2012	-0.0788	0.0103
C20975	0.8723	0.0911	-0.7750	0.9260	-0.2786	-0.0656
C20976	0.2245	0.2827	0.0140	-0.4053	-0.0526	0.2015
C20977	0.2471	-0.5680	0.2402	-0.1449	-0.3791	-0.0095
C20981	-0.0886	-0.2994	0.0412	0.2663	0.3231	0.6295
C20986	-0.3213	0.0594	-0.3805	-0.0834	0.2378	0.0909
C20991	-0.2722	-0.2561	0.2499	0.0113	0.1594	-0.3686
C20994	-0.0146	-0.0564	-0.0052	0.1701	-0.2100	0.1935
C20995	0.1461	-0.0206	-0.1332	-0.4718	-0.0364	0.5801
C21007	0.1178	-0.0379	-0.4431	0.5097	-0.2736	-0.0742
C21008	0.3278	0.4326	0.0439	-0.4509	-0.2715	0.3413
C21011	0.3624	0.7038	-0.9258	0.0475	-0.0012	-0.2117
C21012	0.1713	0.2926	0.4282	-0.2219	-0.5441	-0.1307
C21013	-0.0403	-0.0167	0.0495	0.0311	-0.2593	-0.3225
C21014	-0.2125	0.6642	0.3006	-0.2725	-0.4597	-0.3592
C21015	-0.0278	-0.0106	0.1152	0.0125	-0.3355	-0.4046
C21016	0.2248	-0.4107	-0.3748	0.4653	0.6001	-0.3343
C21017	0.5116	0.2318	-0.0567	-0.3814	-0.3302	-0.3319
C21018	0.0300	-0.0389	0.3058	0.2822	-0.7064	-0.0524
C21027	0.5234	0.0463	0.4259	0.2086	0.0372	-0.0721
C21028	-0.1254	0.2685	-0.1542	-0.4401	0.1173	0.1920
C21029	0.0378	0.1313	-0.3138	0.1863	-0.0581	0.0054
C21065	0.6493	0.1033	0.2540	-0.1931	-0.8190	0.2860
C21066	0.1587	0.4827	-0.0295	0.1762	0.4364	0.1452
C21068	0.0777	-0.4054	0.1668	0.4778	0.2570	-0.0353
C21069	-0.0053	-0.2740	0.1814	0.1996	0.0695	0.0289
C21070	-0.1014	-0.2939	0.1628	-0.2070	0.1838	0.1316
C21071	0.1899	0.4812	0.5457	0.4161	-0.4396	0.0787
C21072	0.2564	0.5712	0.0886	-0.3747	-0.4317	-0.4376
C21073	-0.3174	0.3852	0.4331	0.5083	-0.4674	0.0377
C21074	0.1428	-0.2385	0.1343	-0.0442	-0.2066	-0.3005
C21075	0.1016	-0.4206	0.4749	0.0388	0.1329	-0.0222
C21084	0.0644	-0.4066	0.0886	-0.2823	-0.3464	-0.0399
C21085	-0.2810	0.2582	-0.0468	-0.2363	-0.1540	-0.3712
C21086	-0.1681	0.1081	-0.0012	0.1401	-0.2618	0.1981
C21087	0.0222	-0.2333	-0.2109	0.4370	0.2276	0.5018
C21093	0.6166	0.2594	0.4587	0.2488	0.7947	1.2209
C21094	0.6839	-0.0332	-0.0860	-0.1297	0.3861	0.3185
C21104	-0.4734	0.0707	0.0489	-0.3267	0.5976	-0.2523
C21105	-0.6946	0.2655	0.1676	-0.1196	0.4396	0.3884
C21106	-0.0148	-0.0761	-0.3718	0.6048	-0.0115	-0.0054
C21107	-0.4571	-0.1920	-0.0918	-0.3578	-0.1278	-0.8477
C21108	0.0115	-0.0406	0.8138	0.1307	0.1719	-0.1751
C21109	0.3527	0.4544	-0.5614	0.8299	-0.2091	0.1586
C21110	-0.1767	-0.7499	0.0907	-0.2293	0.3871	0.4886
C21124	-0.6314	-0.2211	-0.1327	0.2401	-0.0171	0.0418
C21125	0.3095	-0.5414	-0.4277	0.1858	-0.1864	0.2597
C21126	-0.5610	-0.5117	0.2007	-0.1059	0.0858	-0.4538
C21127	-0.5576	0.6962	0.4173	0.0624	0.5283	-0.6855
C21128	-0.7312	0.0140	-0.1019	-0.4503	-0.2763	-0.2076
C21129	-0.0273	0.5124	0.1915	0.0164	-0.2452	0.9384
C21130	-0.1525	-0.5334	-0.0978	0.0975	0.6388	0.2193
C21131	0.8631	-0.0561	0.2363	-0.4351	-0.2335	0.7512
C21134	0.0894	0.0317	-0.1968	0.0466	0.1308	0.3096
C21135	-0.3321	0.5051	-0.2495	-0.1169	-0.3699	0.1765
C21136	0.0317	0.1700	-0.4254	-0.3466	0.0070	0.3834
C21137	0.3475	0.3571	-0.1883	1.0396	-0.3402	0.2765
C21138	-0.3649	0.4890	-0.2012	-0.0436	-0.0516	0.0202
C21139	1.0175	0.7818	0.6104	0.3365	1.6951	1.4542
C21140	-0.3604	-0.5775	-0.2654	0.2009	0.1675	-0.4693
C21141	-0.1217	0.4757	0.2943	0.4506	-0.2018	0.6788
C21144	0.0017	-0.2540	0.1030	0.5370	-0.1897	0.2830
C21154	0.0549	0.0789	0.6076	-0.0020	-0.0884	0.2276
C21156	-0.4563	-0.2951	0.3892	-0.0367	-0.4178	0.2989
C21176	0.0145	-0.4690	0.0847	-0.2996	-0.5330	0.9700
C21183	0.5476	0.5164	-0.5057	-0.1764	0.3066	-0.1042
C21184	-0.2254	0.5244	0.0107	0.3313	-0.6212	0.2524
C21191	-0.1518	0.0349	-0.1408	0.1625	-0.2209	-0.2568
C21204	0.3997	-0.2033	0.2266	-0.4071	-0.3262	0.1654
C21205	0.0337	0.8583	0.1416	-0.4681	0.3015	0.1395
C21206	0.3030	0.4231	-0.1427	0.2038	0.1327	-0.3834
C21207	0.3577	-0.2637	0.2624	0.5663	-0.8607	0.4255
C21208	0.6633	-0.3548	0.0389	-0.3506	-0.0660	0.4174
C21214	-0.2878	-0.0410	-0.5724	-0.3898	-0.0695	0.1673
C21215	0.1847	-0.0771	-0.1900	-0.1919	-0.4460	0.1694
C21216	0.5951	-0.0760	-0.2985	0.5810	0.0611	-0.6177
C21217	0.4033	0.1376	0.7199	-0.1476	-0.6697	-0.2658
C21218	-0.3083	-0.8207	-0.5889	-0.6070	-1.3968	-1.7475
C21219	-0.7822	-0.0503	-1.0818	-1.5919	-1.4756	-2.1752
C21250	-0.8917	0.0602	0.2489	-0.7981	0.3643	-0.2369
C21251	-0.2951	0.0120	0.1498	0.1796	-0.4035	0.0830
C21252	-0.3120	-0.2762	-0.3185	-0.0597	-0.0132	-0.5422
C21253	0.1848	0.1313	-0.3375	-0.5150	0.3894	0.4348
C21254	0.9251	-0.1847	-0.2659	0.2142	0.4472	0.2046
C21255	-0.2437	0.2438	0.5801	0.4840	0.1001	0.3067
C21256	0.3360	-0.2806	-0.4922	-0.1846	0.6553	0.2805
C21257	-0.1780	-0.0111	0.7280	0.0670	-0.7720	-0.2591
C21258	0.1768	0.0560	0.2401	-0.1887	-0.2302	-0.4926
C21259	0.0535	0.0433	0.4837	0.0555	0.1415	-0.2666
C21260	0.3623	-0.5749	-0.3433	0.2248	0.7798	-0.0245
C21261	0.0581	0.0845	-0.9240	-0.1193	-0.0280	0.5115
C21262	-0.6445	-0.4526	-0.1640	-0.2020	-0.4275	0.3418
C21263	0.2117	0.4199	0.1748	0.0806	0.3456	0.3831
C21264	0.8128	-0.7034	0.3148	-0.4457	0.1290	-0.2212
C21265	-0.1815	0.3226	0.4309	0.0005	-0.0134	0.0341
C21266	-0.5019	0.2087	0.0907	0.2343	-0.4345	-0.0330
C21267	-0.2752	0.4705	0.1032	-0.1548	0.0338	0.3570
C21268	0.1610	-0.3729	-0.0791	0.1942	0.7184	-0.4863
C21269	-0.3986	-0.4484	-0.0876	-0.5611	-0.0265	-0.2244
C21270	-0.2279	-0.2881	-0.1865	0.0869	0.0689	0.5789
C21279	0.1106	-0.3716	-0.2447	-0.0050	0.2798	0.1511
C21280	-0.5200	-0.3362	0.1724	-0.2754	0.4483	-0.4618
C21284	-0.0082	0.3456	-0.0286	0.2096	-0.0998	-0.6167
C21292	-0.0870	-0.3801	-0.2366	0.1350	-0.3067	0.0022
C21295	0.1708	0.4658	0.0586	0.0959	0.2582	0.2154
C21301	-0.0397	0.0555	-0.2192	0.8383	-0.0846	0.4910
C21306	-0.3426	-0.3609	0.0130	0.2342	0.2075	-0.5440
C21307	0.5415	-0.3292	0.0080	0.5987	-0.0917	-0.2534
C21308	-0.0936	0.0537	0.2269	-0.3739	-0.2265	0.1847
C21309	-0.3016	0.0615	0.2615	0.2820	-0.9187	-0.2329
C21310	-0.1556	-0.2943	-0.0083	-0.1721	0.0863	0.2999
C21311	0.7977	-0.1633	0.1470	-0.0403	-0.1414	0.4340
C21312	0.0929	-0.6320	-0.2053	0.2579	-0.0719	0.4996
C21313	-0.1904	-0.3801	-0.1469	0.2334	-0.0061	0.1475
C21320	0.2275	-0.6209	-0.2798	-0.1129	0.2831	-0.0806
C21321	-0.3188	-0.1160	0.1387	-0.5005	0.2750	-0.2906
C21322	-0.2203	-0.4569	0.1863	-0.0137	-0.1977	-0.0589
C21323	0.3659	-0.3021	0.0138	-0.0597	-0.2447	0.6473
C21324	-0.7252	0.1663	-0.0943	-0.2097	-0.3952	-0.4155
C21325	-0.2179	-0.1308	0.0956	-0.4275	0.0042	0.7959
C21326	-0.0466	-0.2657	0.1809	-0.2478	-0.0873	-0.0705
C21327	-0.1659	-0.1511	0.4961	-0.0478	0.0249	-0.0992
C21328	-0.3361	0.1470	-0.2232	-0.2048	-0.2110	0.4674
C21330	0.9834	1.0685	0.4057	0.7470	0.9023	1.3493
C21337	-0.1105	0.5168	-0.3902	0.3697	0.5113	-0.5721
C21338	0.8355	-0.4490	-0.1930	-0.1034	0.2990	-0.5207
C21339	0.2084	-0.5490	0.0209	-0.1768	0.5707	0.0535
C21340	-0.2707	-0.5967	-0.0075	0.5101	-0.5075	0.1515
C21341	0.2879	-0.1117	-0.4106	-0.4052	-0.5294	-0.2733
C21342	0.1765	-0.2939	0.1573	0.1595	0.0926	-0.1717
C21343	0.0330	0.6507	0.5052	-0.2422	-0.2269	0.0812
C21344	0.6240	0.1486	0.9037	1.6820	1.0390	1.2322
C21345	0.1051	0.0884	-0.0088	0.1866	0.3802	0.3982
C21346	0.5955	0.5044	0.4769	0.1588	-0.2378	0.0452
C21347	0.2563	0.3319	0.4539	0.0120	0.4922	-0.7122
C21357	-0.7732	0.1707	0.0247	0.2218	-0.0027	-0.2814
C21368	-1.5766	-0.7778	-1.2142	-1.7955	-1.0320	-1.2469
C21372	-0.0066	-0.5420	-0.1721	-0.0134	0.2764	-0.2312
C21383	1.2118	1.6306	1.9371	1.8258	1.9627	2.7204
C21384	-1.1042	-1.1850	-2.4930	-1.7277	-1.4969	-1.8388
C21390	0.0764	0.1977	-0.0033	-0.3948	0.0944	0.1788
C21403	-0.2302	-0.3560	0.0820	0.4564	-0.0588	0.4662
C21404	0.2433	-0.1300	-0.2616	0.4727	0.1866	0.0251
C21408	-0.9542	-0.0178	0.1005	0.2427	-0.2981	0.0161
C21411	0.5080	-0.1162	0.1470	-0.2355	0.5253	-0.5480
C21412	0.3739	-0.2681	-0.2133	0.0658	-1.0375	-0.0473
C21427	-0.4643	0.0655	0.4321	0.4648	-0.0446	-0.6342
C21428	0.2233	-0.5212	0.0615	0.4278	-0.0487	-0.2815
C21429	0.2923	-0.3804	-0.5264	0.1071	-0.2022	-0.3510
C21430	0.0686	0.1137	0.0599	-0.2991	0.3290	-0.1963
C21431	0.2743	0.5225	0.4257	0.6484	-0.3681	0.6214
C21432	0.0166	0.0643	-0.3349	0.1788	-0.2233	-0.5199
C21433	0.1798	-0.2915	-0.1094	-0.3704	0.0899	-0.3270
C21434	-0.2691	0.4283	0.3226	-0.2178	0.1194	0.3992
C21435	-0.0100	0.8643	0.7474	1.1468	1.4125	1.8331
C21442	0.4769	-0.0559	0.2256	-0.3640	0.1591	-0.0352
C21450	-0.1149	-0.1933	0.0855	-0.2665	-0.0853	1.0182
C21451	-0.1633	0.8058	-0.0454	0.1713	0.3123	-0.4930
C21473	0.1284	0.3536	0.3188	-0.2802	-0.7999	-0.4809
C21478	-0.3785	-0.2342	-0.1559	-0.3240	0.4940	-0.0879
C21479	0.0548	-0.0520	0.0217	0.1853	0.3191	-0.2275
C21480	-0.6699	-0.0803	0.4731	-0.0790	-0.2542	0.0364
C21481	0.0591	0.2544	0.2440	0.0775	-0.0313	-0.1345
C21482	0.2007	0.0920	0.0021	-0.2133	0.1392	0.1885
C21483	-0.3444	-0.0361	-0.1581	-0.1531	-0.1962	-0.1234
C21484	0.1799	0.3233	-0.5059	0.7135	-0.2373	-0.0867
C21485	-0.3156	-0.1185	0.0584	-0.4123	-0.5500	0.2252
C21486	0.0732	0.1450	-0.2824	-0.3155	0.1005	0.2605
C21510	0.1710	0.3795	-0.6512	0.1842	-0.1830	-0.5329
C21511	0.3626	0.0986	-0.2206	-0.6652	-0.3662	-0.0851
C21512	-0.2286	0.0822	0.0006	0.7288	-0.0631	0.4013
C21559	-0.0175	0.1115	-0.1399	-0.8038	0.3107	1.0908
C21565	0.1696	0.0360	-0.1855	-0.2622	0.6182	-0.3991
C21567	0.0860	-0.2728	-0.1231	0.1492	0.0133	0.2698
C21568	0.1585	-0.0229	-0.0177	-0.3565	-0.0193	-0.0966
C21569	-0.4437	-0.3331	-0.1147	0.1177	0.4117	0.5372
C21570	0.3821	-0.2766	-0.2145	0.0183	-0.4624	0.0028
C21571	0.0082	0.2881	0.3606	-0.7929	0.0696	0.0568
C21572	-0.1353	0.1175	0.2811	-0.4580	0.9631	-0.4412
C21573	-0.3134	-0.1840	0.0453	0.1747	-0.2596	0.0335
C21574	-0.3077	-0.1013	-0.1181	0.3902	-0.3913	-0.2725
C21582	-0.0369	0.2393	0.4797	-0.6056	0.4422	-0.4252
C21586	-0.8624	-0.8774	-1.5558	-1.4517	-0.4047	-0.9461
C21587	-0.0604	-0.0918	0.2726	0.2539	-0.0881	-0.0541
C21588	-0.3378	-0.2352	-0.0533	-0.0957	-0.5204	0.3277
C21589	-0.3332	-0.4425	-0.0694	-0.0123	-0.1587	0.0512
C21590	0.6548	0.9706	1.4893	0.7854	0.6391	1.2496
C21591	0.4450	-0.1641	-0.5284	0.1207	0.1898	0.4839
C21613	0.1769	-0.6852	0.4052	0.1496	-0.0272	-0.0743
C21621	-0.1087	0.0237	-0.7687	0.4250	-0.2578	-0.4000
C21632	0.1803	0.3238	0.1270	0.2911	0.4859	-0.2624
C21640	-0.0324	0.4519	-0.4405	0.2276	-0.2343	0.5797
C21641	0.8714	0.4812	0.5398	0.3711	0.1242	0.6753
C21642	0.7503	0.4615	0.3509	1.4169	0.8113	0.8747
C21643	0.3835	-0.0877	-0.5166	0.0920	-0.1466	-0.2304
C21644	0.0383	-0.1681	-0.0034	0.6962	0.0917	0.2428
C21646	0.5248	0.6026	0.9799	-0.9902	0.3084	-0.1498
C21647	0.4786	0.3281	-0.3368	0.1051	-0.0095	0.2218
C21648	-0.4064	-0.2037	-0.0625	0.2198	0.4082	0.7761
C21678	0.2550	-0.4568	-0.1519	0.1651	0.3404	0.3164
C21723	0.1208	-0.3835	0.0951	0.3313	-0.2085	0.2092
C21724	0.2172	-0.5746	0.1810	0.1285	-0.3706	0.2993
C21748	-0.0016	0.7322	-0.0435	-0.2649	0.0358	0.1523
C21749	0.2569	0.3106	-0.1119	0.1296	-0.4778	-0.8378
C21750	-0.5883	0.3215	-0.0567	-0.4156	0.1794	-0.3142
C21751	-0.7918	0.1523	0.0846	-0.0875	0.2135	-0.2307
C21754	0.0818	0.2093	-0.7696	-0.0990	-0.2954	-0.1199
C21758	0.1958	0.0503	0.4621	-0.7550	-0.0386	-0.4315
C21759	-0.2303	-0.2686	0.2950	-0.5598	-0.2657	0.2146
C21760	0.2468	0.0060	0.7968	0.3931	0.2384	0.3471
C21762	-0.5175	-0.2450	0.1860	0.2177	0.0637	-0.2259
C21764	-0.5479	-0.3715	0.2545	0.5155	-0.4630	-0.0306
C21778	-0.2847	-0.3255	-0.0432	0.5671	-0.0749	-0.6106
C21779	-0.4554	0.2640	0.1704	0.3309	0.3689	0.3611
C21790	-0.0713	0.1098	-0.4158	0.6727	-0.2041	-0.4476
C21791	-0.5393	0.0625	0.0426	0.2539	0.5172	-0.3685
C21797	-0.3059	1.1117	0.2023	0.2950	-0.2281	-0.1152
C21803	0.5336	-0.4350	0.2719	0.2427	-0.1108	0.0983
C21804	-0.6019	-0.9740	-0.6077	-1.3932	-0.9646	-0.9179
C21805	0.0718	0.0053	-0.0116	0.0058	-0.3200	-0.4255
C21835	-0.0077	-0.3117	0.0212	0.3991	-0.3399	0.1424
C21860	1.1250	1.3180	1.3129	0.6473	0.7660	1.4620
C21873	0.1743	-0.1261	-0.0641	-0.4444	0.2765	-0.2485
C21874	0.2133	0.1166	0.1617	-0.2242	-0.4212	-0.4507
C21875	0.4624	-0.2801	-0.1829	-0.8142	0.2729	0.0589
C21897	0.0290	0.5079	0.1948	0.1883	0.0751	0.1183
C21903	0.3591	0.0942	-0.5058	-0.3848	-0.2669	-0.3464
C21923	-0.2524	-1.0231	-0.4461	0.6055	-0.2714	0.3240
C21924	-0.6953	0.5661	-0.6277	0.0314	0.3615	-0.1662
C21932	-0.0178	0.1140	0.2742	0.1135	0.1891	0.9121
C21934	-0.0109	-0.2388	-0.4740	-0.0922	0.2712	0.4590
C21935	-0.6291	-0.1875	-0.2914	0.3286	-0.0188	-0.3910
C21937	0.1693	0.0886	-0.5049	0.3936	-0.0478	-0.7480
C21939	-0.6060	0.0592	-0.2565	-0.0151	0.2817	0.0400
C21941	-0.3189	0.0403	-0.1394	-0.1778	-0.0788	-0.1251
C21943	-0.2124	-0.8867	-0.5096	-0.0374	0.0473	0.3944
C21945	0.2897	-0.7712	0.3073	0.0510	-0.1037	0.0442
C21947	0.7433	-0.1729	-0.0836	0.7110	0.0694	-0.0644
C21949	0.6706	-0.4279	-0.1280	-0.4886	0.4800	0.0821
C21951	-0.0933	-0.3858	-0.1639	0.0936	0.4028	0.4220
C21953	0.4387	-0.5569	0.3627	0.0591	0.7128	0.1058
C21955	-0.1977	-0.2773	0.1602	0.0099	0.5790	-0.3985
C21959	1.1119	0.6052	0.7878	0.9041	0.9223	1.2077
C21961	-0.0210	0.1655	-0.0351	-0.2250	0.2243	0.1747
C21963	0.5518	0.4764	-0.0051	0.2181	0.1094	0.0618
C21965	-0.0732	-0.0947	0.0865	0.0272	-0.1831	-0.3709
C21967	-0.0105	-0.5599	0.1018	0.2167	-0.3706	0.2053
C21971	-0.1784	0.2676	-0.3935	-0.1232	0.8127	-0.0637
C21978	-0.6453	-0.9579	-1.4019	-0.7120	-1.2125	-1.3281
C21979	-0.2324	0.4815	-0.3516	-0.3555	-0.4541	0.1589
C21981	-0.0584	0.2576	-0.1812	0.4101	0.0885	-0.2455
C21988	-0.2316	-0.1330	-0.3324	0.2963	0.2676	0.2101
C21994	-0.1665	0.3493	0.1856	0.4675	0.3591	-0.2484
C21995	-0.0919	-0.0967	-0.1426	0.1045	-0.2731	-0.3944
C21996	-0.3307	-0.2751	-0.3905	-0.5178	0.5402	-0.1171
C21997	-0.2968	0.3580	-0.4076	0.3952	0.3068	0.0689
C21998	0.0958	0.4762	0.5026	0.0559	0.0289	-0.0227
C21999	0.2593	0.1110	-0.0260	-0.0725	0.1731	0.4741
C22006	0.2185	0.5083	0.3573	-0.0441	0.2648	0.3538
C22014	0.2174	-0.2457	0.4245	-0.3670	0.7140	-0.5578
C22024	-0.1317	-0.5700	-0.2890	-0.2887	0.0054	-0.1386
C22025	0.2876	0.4970	-0.3580	0.6225	0.4524	-0.1271
C22029	0.0861	-0.0574	-0.4206	-0.0996	0.0123	0.1724
C22038	-0.1189	-0.4778	0.1049	-0.3079	0.4644	0.0526
C22039	-0.3005	-1.1338	0.0362	-1.0051	-1.7369	-0.9036
C22040	0.7968	1.3262	2.1525	1.7564	2.4606	2.4970
C22053	0.3272	-0.2206	-0.4419	0.1165	0.3468	-0.1054
C22058	0.2901	-0.5936	-0.0465	0.0542	-0.0792	0.3241
C22059	-0.8756	-0.5908	-0.6366	-0.6574	-0.6577	-1.4707
C22060	0.2243	-0.1004	0.0306	-0.0503	-0.6857	-0.2346
C22068	-0.9137	-1.1163	-0.8448	-0.9330	-1.0462	-1.7181
C22072	-0.3943	0.2238	0.1988	-0.2576	-0.4978	0.4523
C22073	-0.1933	-0.3973	1.1176	-0.1730	-0.1180	0.2122
C22074	0.3001	-0.4735	-0.1339	0.0695	-0.1013	-0.5716
C22075	-0.1177	-0.2581	0.1391	0.2898	0.0535	-0.2602
C22084	-0.3024	0.2580	0.1183	0.2290	-0.1376	0.2759
C22085	-0.0050	0.1132	0.4180	0.1063	0.0804	0.2240
C22101	-0.5281	0.0570	-0.0315	-0.7151	-0.1171	-0.3130
C22102	-0.8440	-1.0351	-1.1198	-1.1586	-0.3135	-1.2718
C22112	-0.3153	0.0477	0.1328	-0.8724	0.0862	0.1092
C22116	0.1813	0.0287	0.3059	0.5539	0.9408	-0.2003
C22119	-0.4464	0.2334	-0.2495	0.4053	-0.2334	0.3061
C22120	-0.2122	-0.3808	0.0039	0.4590	-0.5797	0.0589
C22121	-0.5402	0.0578	-0.0674	-0.2337	-0.4097	-0.3427
C22122	0.2839	-1.0093	-0.6636	-0.3011	0.3123	-0.5767
C22123	0.1146	0.6670	-0.3927	-0.4052	-0.1688	-0.1204
C22136	0.3979	0.5225	-0.0689	0.1695	0.7641	-0.3983
C22137	-0.1553	0.1368	-0.4644	-0.4729	-0.1443	0.1803
C22138	0.2891	0.0159	0.0148	-0.5340	-0.7345	-0.2502
C22139	0.3247	0.2511	-0.5943	0.1084	-0.3751	0.3115
C22140	0.6964	0.6318	0.2206	-0.2749	0.2350	-0.2198
C22141	-0.2040	0.0747	-0.0801	-0.4492	0.3920	0.0949
C22142	-0.2795	-0.7160	-1.2751	-0.5288	-0.3854	-1.2128
C22143	0.0167	0.0378	-0.1942	0.3497	-0.4474	-0.0184
C22144	-0.5207	-0.0707	-0.1892	-0.0172	0.1723	0.0549
C22145	0.5420	-0.3079	0.6116	-0.0617	-0.0758	0.4435
C22146	-0.7888	-0.2997	-0.8531	-0.3117	-0.6441	0.1258
C22147	0.2258	0.0868	0.1345	0.2937	0.0333	0.2453
C22148	-0.4184	0.2858	0.4245	-0.1943	0.0003	0.2944
C22149	0.2706	0.5073	0.6918	0.2036	0.0388	-0.1403
C22159	0.1911	0.4307	0.1821	-0.0543	0.3983	0.3438
C22160	0.0302	0.1528	-0.3508	-0.2781	0.0825	-0.1107
C22161	0.4358	-0.3521	0.7264	-0.2379	-0.5968	-0.7519
C22202	-0.4211	-0.7190	0.1116	-0.4127	0.2780	0.0443
C22216	-0.1947	0.3304	-0.1240	0.4586	0.2455	0.2508
C22217	0.0413	0.6329	0.1745	-0.4319	-0.3761	0.1438
C22225	-0.1258	-0.6610	-0.5116	0.0585	-0.2719	-0.2185
C22245	-0.9386	-1.3243	-1.9601	-2.1526	-2.3458	-2.6849
C22246	0.7949	1.3189	1.9397	2.1083	1.8542	3.0018
C22247	-0.5984	0.1888	-0.4915	0.0479	0.2542	-0.2146
C22248	0.6754	1.1205	2.0684	1.9746	1.9962	2.0773
C22249	0.3394	0.1107	0.1737	0.2952	0.3497	0.0406
C22250	0.8239	1.9468	1.5312	2.2936	2.3459	1.9838
C22251	-0.8375	-0.9234	-1.1309	-2.5850	-2.8150	-3.1278
C22252	1.4219	1.5915	1.6431	2.2209	2.5569	2.5491
C22253	0.1225	0.0848	0.3679	-0.6280	-0.2886	0.0617
C22254	1.3536	1.4228	1.5140	1.8297	1.9446	2.6752
C22255	-0.1908	-0.0343	0.3643	-0.3502	0.5510	-0.1868
C22256	-1.0802	-0.9345	-1.2451	-1.9747	-1.8905	-2.1546
C22257	1.5707	1.3239	1.0811	1.4893	2.2943	2.4801
C22261	-1.4022	-1.4068	-1.6625	-1.5796	-2.4551	-3.0931
C22262	0.8924	1.3685	2.1676	2.4811	1.9224	2.7677
C22270	0.2682	0.1822	0.2292	-0.5294	-0.1850	-0.1999
C22276	2.0768	1.6682	1.3136	1.7306	1.5954	2.9397
C22277	0.1959	-0.2914	0.1229	0.2333	-0.7647	0.9128
C22289	-0.6598	0.2040	0.7291	0.2804	0.1954	0.2386
C22297	-0.2381	-0.3024	0.3500	0.2685	-0.0960	0.2254
C22310	-0.5242	-0.3260	-0.2262	0.2442	0.0591	0.0557
C22311	0.0789	-0.0135	-0.2501	-1.1915	0.7521	-0.5429
C22315	-0.2914	0.2272	0.1244	0.2852	0.0182	0.2322
